Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"60205","2019-09-14 23:28:38","1","116","<machine-learning><regularization><mnist>","0",""
"60207","2019-09-15 00:15:02","4","101","<machine-learning><neural-network><keras><optimization>","3",""
"60208","2019-09-15 00:32:09","1","237","<python><classification><xgboost>","1",""
"60213","2019-09-15 06:30:08","-1","27","<deep-learning><image-classification><gpu><consumerweb>","1",""
"60214","2019-09-15 07:58:29","0","263","<python><keras><cnn>","3",""
"60219","2019-09-15 10:10:02","1","18","<clustering><dimensionality-reduction>","0",""
"60220","2019-09-15 10:24:06","1","454","<python><feature-selection><anaconda>","1",""
"60222","2019-09-15 10:41:32","3","512","<machine-learning><python><nlp><word-embeddings><spacy>","1",""
"60225","2019-09-15 12:18:02","2","54","<machine-learning><nlp><lstm><word-embeddings>","0",""
"60226","2019-09-15 12:19:03","5","60","<time-series><data-mining><correlation><anomaly-detection><forecasting>","1","2"
"60228","2019-09-15 12:25:20","0","39","<machine-learning><python><classification><scikit-learn><multilabel-classification>","0",""
"60229","2019-09-15 13:44:42","3","122","<machine-learning><nlp><google><automl>","1","1"
"60230","2019-09-15 14:40:27","1","20","<machine-learning><python><scikit-learn><hyperparameter-tuning><grid-search>","0",""
"60233","2019-09-15 15:18:58","1","184","<machine-learning><python><named-entity-recognition>","0",""
"60236","2019-09-15 15:40:37","2","12","<machine-learning><neural-network><r><statistics><rstudio>","0",""
"60237","2019-09-15 15:43:13","1","53","<data-mining><visualization><graphs><graphical-model>","0",""
"60238","2019-09-15 15:54:31","1","18","<nlp><data-mining><text-mining>","1",""
"4986","2015-01-29 17:21:07","2","576","<python><scikit-learn>","1",""
"4992","2015-01-30 11:08:37","10","277","<machine-learning>","2","1"
"4995","2015-01-30 18:55:46","4","4056","<bigdata><apache-hadoop>","2","1"
"4998","2015-01-30 21:04:30","2","182","<bigdata>","1",""
"5000","2015-01-30 21:30:18","8","5447","<machine-learning><regression>","2","4"
"5001","2015-01-30 23:39:04","4","267","<dataset><open-source><freebase>","3","3"
"5007","2015-01-31 13:28:45","0","379","<hive>","3",""
"5013","2015-02-01 09:35:16","0","2009","<machine-learning><dataset>","1",""
"5014","2015-02-02 14:53:51","3","343","<machine-learning>","1",""
"5021","2015-02-03 04:23:37","4","750","<predictive-modeling><scoring><ranking><sports>","1","2"
"5023","2015-02-03 08:52:42","3","7521","<classification><graphs>","2","1"
"5024","2015-02-03 10:14:53","6","9340","<r><algorithms><genetic>","2","0"
"5033","2015-02-03 23:49:30","-1","203","<regression><predictive-modeling>","4",""
"5038","2015-02-04 04:51:28","0","551","<classification><python>","2",""
"5040","2015-02-04 06:10:34","1","905","<machine-learning>","2","1"
"5047","2015-02-04 22:03:48","2","960","<dataset><text-mining><data-cleaning><processing>","3",""
"16713","2017-02-03 07:58:43","1","662","<nlp><text><google>","1",""
"16714","2017-02-03 08:35:56","1","107","<machine-learning><classification><regression><auc>","0","0"
"16717","2017-02-03 11:06:01","4","1000","<neural-network><regression><keras><rnn><text-generation>","1","3"
"16718","2017-02-03 12:25:10","0","513","<machine-learning><unsupervised-learning><anomaly-detection><markov-process>","0",""
"16728","2017-02-04 03:17:18","3","41848","<machine-learning><python><scikit-learn><pandas>","2","1"
"16729","2017-02-04 03:46:45","5","6128","<neural-network><deep-learning>","5","1"
"16736","2017-02-04 09:21:39","0","321","<neural-network><deep-learning>","1","1"
"16746","2017-02-04 22:07:32","0","758","<deep-learning>","1",""
"16751","2017-02-05 04:09:52","3","8811","<machine-learning><scikit-learn><logistic-regression>","2","4"
"16754","2017-02-05 09:50:09","0","80","<machine-learning><classification>","1",""
"16757","2017-02-05 10:39:46","1","452","<neural-network><deep-learning>","1",""
"16762","2017-02-05 16:16:10","7","388","<machine-learning><neural-network><bayesian-networks>","2","2"
"16767","2017-02-05 20:03:21","3","1054","<machine-learning><named-entity-recognition><csv>","1","1"
"16769","2017-02-05 22:12:49","8","24977","<python><association-rules>","3","2"
"16770","2017-02-06 01:57:55","2","107","<machine-learning><time-series>","1",""
"16771","2017-02-06 06:14:49","2","60","<jupyter>","0",""
"16773","2017-02-06 06:59:26","0","118","<anonymization>","2",""
"16783","2017-02-06 13:02:14","1","3136","<dataset>","2",""
"68493","2020-02-21 22:46:26","0","21","<machine-learning><feature-extraction>","0","1"
"68494","2020-02-22 00:05:10","2","31","<machine-learning><recurrent-neural-net>","0",""
"68496","2020-02-22 01:54:34","0","824","<machine-learning><deep-learning><bert><sequence-to-sequence><machine-translation>","1","1"
"68497","2020-02-22 05:17:03","0","45","<classification><multilabel-classification><metric>","1","1"
"68501","2020-02-22 06:42:42","2","26","<cross-validation><model-selection>","1",""
"68502","2020-02-22 08:16:54","0","33","<machine-learning><statistics><linear-regression>","3",""
"68510","2020-02-22 12:51:55","1","46","<machine-learning><deep-learning>","0",""
"68515","2020-02-22 14:52:09","1","8","<indexing>","0",""
"68516","2020-02-22 15:03:59","0","10","<python>","1",""
"68527","2020-02-22 19:52:00","1","41","<keras><tensorflow><transfer-learning>","0",""
"68530","2020-02-22 20:12:57","0","33","<classification><svm><class-imbalance><libsvm>","1",""
"68533","2020-02-22 21:51:04","0","153","<machine-learning><tensorflow><rnn><gru>","0",""
"68534","2020-02-22 22:33:51","1","49","<machine-learning><python><scikit-learn><online-learning>","0",""
"68535","2020-02-22 23:50:59","0","19","<machine-learning><neural-network><keras><tensorflow><image-classification>","0",""
"68537","2020-02-23 00:15:08","2","25","<nlp>","1","0"
"68539","2020-02-23 03:00:09","2","201","<machine-learning><xgboost>","1",""
"68542","2020-02-23 09:28:18","1","115","<python><bigdata>","2",""
"68551","2020-02-23 12:16:29","2","134","<statistics><linear-regression><multivariate-distribution><interpretation>","2","1"
"68553","2020-02-23 12:54:49","3","725","<machine-learning><nlp><transformer><attention-mechanism>","1",""
"68554","2020-02-23 13:36:51","1","64","<machine-learning><python><keras><lstm>","2",""
"27183","2018-01-29 11:14:10","1","224","<neural-network><q-learning>","0",""
"27191","2018-01-29 15:19:15","1","2036","<python><decision-trees><xgboost>","0",""
"27193","2018-01-29 15:41:12","1","76","<machine-learning><neural-network><deep-learning><class-imbalance>","1",""
"27194","2018-01-29 16:03:00","0","119","<r><predictive-modeling><xgboost><descriptive-statistics>","1","1"
"27196","2018-01-29 16:24:02","6","1200","<cnn><autoencoder>","1","1"
"27197","2018-01-29 16:46:30","3","485","<machine-learning><deep-learning><tensorflow><keras><convnet>","0",""
"27202","2018-01-29 18:02:02","3","1699","<deep-learning><tensorflow><prediction>","1","1"
"27207","2018-01-29 18:56:25","2","149","<machine-learning><neural-network><keras><hierarchical-data-format>","0","1"
"27208","2018-01-29 19:45:28","2","81","<neural-network><image-classification><multiclass-classification><convolution>","1",""
"27212","2018-01-29 21:00:43","3","15657","<machine-learning><neural-network><scikit-learn><cross-validation>","2",""
"27217","2018-01-30 00:35:51","9","1160","<neural-network><recurrent-neural-net><sequence-to-sequence><attention-mechanism>","1","4"
"27218","2018-01-30 00:36:19","0","74","<data-product>","1",""
"27221","2018-01-30 02:50:37","0","621","<machine-learning><orange>","1",""
"27225","2018-01-30 06:30:54","4","4979","<pytorch><recurrent-neural-net><sequence-to-sequence><glorot-initialization>","1","2"
"27227","2018-01-30 07:22:05","1","63","<machine-learning><python><naive-bayes-classifier><bayesian-networks>","0","1"
"27229","2018-01-30 09:03:13","1","71","<dataset><recommender-system>","0","0"
"27230","2018-01-30 09:03:20","1","1612","<python><dataset><csv>","3",""
"27232","2018-01-30 09:53:38","3","121","<python><convergence>","1",""
"27234","2018-01-30 10:42:54","1","402","<machine-learning><feature-extraction><feature-scaling>","1",""
"27236","2018-01-30 10:56:12","4","1127","<machine-learning><neural-network><deep-learning><convnet><mnist>","4",""
"27241","2018-01-30 13:30:44","3","94","<dataset><data><cross-validation>","1",""
"27244","2018-01-30 14:56:06","1","392","<machine-learning><python><algorithms>","0",""
"27245","2018-01-30 14:58:10","1","45","<machine-learning><neural-network><genetic-algorithms>","1",""
"48302","2019-03-31 16:36:55","1","708","<python><pandas><visualization><dataframe><matplotlib>","1","1"
"48306","2019-03-31 18:04:40","1","445","<clustering>","0",""
"48308","2019-03-31 18:25:13","0","1300","<machine-learning><python><scikit-learn><numpy><scipy>","1",""
"48309","2019-03-31 19:03:41","5","81","<linear-regression>","2",""
"48312","2019-03-31 20:08:39","2","38","<machine-learning><svm><theory>","1",""
"48316","2019-03-31 21:40:59","4","1767","<python><dataset><data><numpy>","2",""
"48317","2019-03-31 22:20:22","2","381","<deep-learning><cnn><transfer-learning>","2",""
"48322","2019-04-01 01:23:54","3","633","<reinforcement-learning><q-learning><dqn><convergence><deepmind>","1",""
"48326","2019-04-01 04:47:05","0","185","<python><tensorflow><numpy>","1",""
"48328","2019-04-01 06:36:16","1","120","<keras><r><cnn>","0",""
"48330","2019-04-01 07:01:54","0","3202","<feature-selection><xgboost><feature-engineering>","1",""
"48331","2019-04-01 07:50:19","2","86","<machine-learning><python><scikit-learn><regression>","3",""
"48332","2019-04-01 08:00:03","2","51","<machine-learning><classification><training><class-imbalance>","2","2"
"48333","2019-04-01 08:29:55","0","51","<neural-network>","1",""
"48335","2019-04-01 09:22:09","6","16828","<python><pandas>","1",""
"48338","2019-04-01 09:43:40","1","413","<python><keras><tensorflow><predictive-modeling><cnn>","1",""
"48341","2019-04-01 11:17:57","1","29","<time-series><lstm><recurrent-neural-net><sequence-to-sequence>","0",""
"48344","2019-04-01 12:35:30","1","34","<classification><class-imbalance>","0","1"
"48345","2019-04-01 12:47:57","1","5017","<numpy><linear-algebra>","1",""
"48346","2019-04-01 12:55:24","4","2366","<machine-learning><keras><regression>","2",""
"48353","2019-04-01 13:55:55","0","64","<python><nlp><regex>","1",""
"48357","2019-04-01 14:34:32","1","305","<deep-learning><loss-function><hinge-loss>","1",""
"80777","2020-08-25 11:51:38","0","13","<classification><nlp><tfidf>","0",""
"80778","2020-08-25 12:59:45","0","20","<machine-learning><deep-learning><keras><autoencoder>","0",""
"80782","2020-08-25 14:39:45","1","152","<nlp><word-embeddings><bert>","1",""
"80785","2020-08-25 16:03:45","0","21","<python><deep-learning><lstm>","1",""
"80789","2020-08-25 17:41:33","0","18","<python><deep-learning><opencv><ocr>","0",""
"80790","2020-08-25 19:08:58","0","16","<classification><loss-function>","0",""
"80791","2020-08-25 19:49:49","0","17","<python><tensorflow><linear-regression><optimization>","0",""
"80792","2020-08-25 19:59:29","0","30","<nlp><dataset><word>","1",""
"80793","2020-08-25 20:07:01","0","30","<categorical-data>","2",""
"80794","2020-08-25 21:04:38","-2","42","<neural-network><deep-learning><keras><tensorflow>","1",""
"80797","2020-08-26 01:36:55","0","26","<natural-language-process><text-classification><similar-documents><document-term-matrix>","1","0"
"80801","2020-08-26 03:02:47","1","15","<ensemble-modeling>","2",""
"80805","2020-08-26 07:35:13","1","17","<sampling><multivariate-distribution><gaussian-process>","0",""
"80806","2020-08-26 07:40:02","1","36","<supervised-learning><transfer-learning>","2",""
"80807","2020-08-26 08:28:56","0","24","<feature-engineering><feature-extraction>","1",""
"80809","2020-08-26 09:07:10","2","34","<regression><data-cleaning><machine-learning-model><categorical-data>","1",""
"80812","2020-08-26 09:41:35","1","77","<r><regression><predictive-modeling><linear-algebra>","1",""
"80814","2020-08-26 10:06:35","0","25","<keras>","0",""
"80816","2020-08-26 11:21:22","0","53","<python><gradient-descent>","1",""
"80817","2020-08-26 13:48:40","2","243","<machine-learning><nlp><word-embeddings><bert><gpu>","1",""
"80821","2020-08-26 15:01:51","1","114","<nlp><topic-model><lda><tfidf><stanford-nlp>","1",""
"80823","2020-08-26 15:35:29","0","18","<python><preprocessing><feature-extraction><audio-recognition>","0",""
"60242","2019-09-15 18:07:35","6","195","<neural-network><deep-learning><cnn>","1",""
"60243","2019-09-15 18:51:46","1","23","<cnn><image-classification><image-recognition><sentiment-analysis>","0",""
"60250","2019-09-16 01:20:59","4","255","<visualization><linux>","2",""
"60251","2019-09-16 01:42:20","1","45","<machine-learning><svm><math>","1",""
"60256","2019-09-16 05:42:00","0","50","<bigdata><pyspark>","0",""
"60257","2019-09-16 06:06:11","1","28","<keras><tensorflow><pytorch><object-detection>","0","1"
"60258","2019-09-16 06:52:32","0","170","<deep-learning><nlp><natural-language-process><machine-translation><transformer>","1",""
"60260","2019-09-16 08:43:53","1","289","<linear-regression><loss-function>","1","0"
"60261","2019-09-16 08:50:27","3","1961","<nlp><lstm><nlg>","2","1"
"60262","2019-09-16 08:56:51","0","83","<data-science-model>","1",""
"60264","2019-09-16 09:03:19","1","302","<feature-extraction>","1",""
"60266","2019-09-16 09:28:08","2","46","<natural-language-process>","2",""
"60267","2019-09-16 09:38:42","1","142","<machine-learning><python><data><preprocessing><pyspark>","1","1"
"60268","2019-09-16 10:26:18","2","6575","<python><pandas><json>","1","1"
"60272","2019-09-16 11:55:52","0","51","<python><time-series><lstm><forecasting>","0",""
"60273","2019-09-16 12:08:38","1","15","<machine-learning><time-series>","2",""
"60279","2019-09-16 14:16:42","1","358","<neural-network><reinforcement-learning><cost-function><policy-gradients>","1",""
"60281","2019-09-16 14:40:06","1","323","<machine-learning><tfidf><hashingvectorizer><naive-bayes-algorithim>","2",""
"60283","2019-09-16 16:09:32","1","20","<machine-learning>","0",""
"60284","2019-09-16 16:17:24","0","747","<tensorflow>","1",""
"60287","2019-09-16 17:45:47","1","369","<classification><preprocessing><probability><model-selection><feature-scaling>","1","0"
"60290","2019-09-16 19:44:02","2","257","<classification><nlp><word-embeddings><sentiment-analysis>","2",""
"60295","2019-09-17 00:58:43","1","11","<deep-learning><cloud-computing>","0",""
"60296","2019-09-17 01:38:20","0","76","<neural-network>","2",""
"60298","2019-09-17 05:56:47","2","1017","<machine-learning><neural-network><classification><regression><linear-regression>","2","0"
"60302","2019-09-17 07:55:29","0","323","<tensorflow><gan><generative-models>","1",""
"60303","2019-09-17 08:36:45","1","77","<reinforcement-learning><q-learning><dqn><monte-carlo><discounted-reward>","1",""
"37135","2018-08-18 18:36:24","2","788","<word2vec><word-embeddings><gensim>","1",""
"37138","2018-08-19 01:24:03","1","17","<neural-network>","0",""
"37140","2018-08-19 07:19:39","1","970","<neural-network>","2",""
"37141","2018-08-19 07:36:25","1","104","<deep-learning>","2",""
"37149","2018-08-19 13:57:01","4","592","<python><scikit-learn><evaluation>","1",""
"37150","2018-08-19 16:20:17","3","490","<cross-validation>","1","1"
"37152","2018-08-19 18:21:25","1","2099","<neural-network><numpy><recurrent-neural-net>","0",""
"37153","2018-08-19 19:43:13","1","72","<machine-learning><deep-learning><clustering><predictive-modeling><word-embeddings>","1",""
"37154","2018-08-19 19:45:13","3","793","<machine-learning><rnn><lstm><sequence><sequence-to-sequence>","2",""
"37159","2018-08-19 21:50:09","5","4898","<keras><tokenization>","1",""
"37163","2018-08-20 00:15:59","4","2197","<machine-learning><neural-network><keras><learning-rate>","1","1"
"37165","2018-08-20 02:07:10","0","973","<machine-learning><keras><gpu>","1",""
"37167","2018-08-20 05:12:11","2","104","<deep-learning><nlp><convnet><word-embeddings><transfer-learning>","1",""
"37168","2018-08-20 05:26:19","4","4524","<machine-learning><python><scikit-learn><dataset><regression>","1","2"
"37171","2018-08-20 06:34:06","3","132","<classification><rnn><lstm><sequence-to-sequence>","3","1"
"37174","2018-08-20 08:26:24","5","4190","<machine-learning><neural-network><deep-learning><keras><nlp>","3","4"
"37176","2018-08-20 09:08:46","1","543","<mini-batch-gradient-descent>","1",""
"37179","2018-08-20 09:25:32","1","93","<machine-learning><classification><keras><time-series><pytorch>","0",""
"37181","2018-08-20 09:55:35","1","1089","<machine-learning><python><logistic-regression><regularization><collinearity>","1",""
"37182","2018-08-20 09:58:07","1","59","<deep-learning><natural-language-process><named-entity-recognition>","1",""
"37186","2018-08-20 12:22:25","21","10400","<machine-learning><neural-network><deep-learning><classification>","3","4"
"37191","2018-08-20 13:15:26","0","108","<machine-learning><training><graphs>","1",""
"37193","2018-08-20 13:27:53","2","174","<machine-learning><neural-network><recommender-system><supervised-learning><k-nn>","2",""
"5050","2015-02-05 01:29:00","3","856","<data-mining><classification><statistics>","4",""
"5055","2015-02-05 07:41:10","4","735","<machine-learning><r><predictive-modeling>","3","1"
"5061","2015-02-05 21:18:01","2","7738","<bigdata><beginner>","6","2"
"5064","2015-02-05 23:57:05","0","49","<social-network-analysis>","1",""
"5073","2015-02-06 17:52:05","5","1771","<machine-learning><nlp>","1","4"
"5074","2015-02-06 18:13:16","0","193","<map-reduce><parallel>","1",""
"5079","2015-02-07 14:21:42","5","858","<recommender-system><apache-mahout>","2","1"
"5080","2015-02-07 15:37:47","3","6173","<career>","2","5"
"5085","2015-02-08 18:05:34","0","80","<machine-learning><neural-network>","2",""
"5088","2015-02-09 00:18:46","2","1435","<apache-hadoop><apache-pig>","1",""
"5091","2015-02-09 17:28:54","0","2894","<apache-hadoop><apache-pig><hbase>","1",""
"5092","2015-02-09 23:22:05","1","160","<feature-selection>","1",""
"5093","2015-02-10 01:04:15","2","1172","<dataset><data-cleaning>","1",""
"5097","2015-02-10 12:36:48","0","238","<data-mining><python>","1","1"
"5108","2015-02-11 08:00:52","2","189","<machine-learning><classification><topic-model>","1","1"
"5109","2015-02-11 10:48:51","4","3361","<machine-learning><bigdata><finance>","2","8"
"5110","2015-02-11 11:53:30","1","138","<visualization><graphs>","1","1"
"5113","2015-02-11 13:26:27","1","1938","<machine-learning><statistics>","1",""
"5115","2015-02-11 16:46:38","3","6046","<data-mining>","2","1"
"5119","2015-02-12 07:00:38","1","1593","<machine-learning><classification>","1","1"
"5120","2015-02-12 07:07:56","1","728","<machine-learning><data-mining><statistics><predictive-modeling>","2",""
"5121","2015-02-12 07:08:16","34","40130","<similarity>","4","17"
"5122","2015-02-12 10:46:41","5","2326","<python><statistics>","1","1"
"5129","2015-02-12 16:11:30","0","181","<r><statistics>","3","1"
"5137","2015-02-14 07:09:01","-5","325","<data-mining><bigdata>","1",""
"5138","2015-02-14 17:13:31","2","722","<machine-learning><statistics>","1",""
"27247","2018-01-30 15:36:41","7","1426","<image-recognition><software-recommendation>","2","2"
"27248","2018-01-30 16:03:30","3","1243","<convnet><notation>","1","1"
"27249","2018-01-30 16:31:04","0","49","<python><scikit-learn>","2",""
"27258","2018-01-30 20:58:57","1","527","<machine-learning><logistic-regression>","2",""
"27262","2018-01-30 21:41:26","4","6641","<machine-learning><python><neural-network><deep-learning><tensorflow>","1",""
"27267","2018-01-30 22:56:11","0","213","<cost-function>","1","1"
"27268","2018-01-31 00:07:01","3","1222","<machine-learning><scikit-learn><time-series><supervised-learning>","1",""
"27270","2018-01-31 00:57:03","1","1520","<cross-validation><training><performance>","1",""
"27272","2018-01-31 05:14:37","3","3904","<tensorflow><keras><word-embeddings>","1",""
"27273","2018-01-31 05:28:24","4","2511","<machine-learning><deep-learning><time-series><word2vec>","1","1"
"27276","2018-01-31 07:05:23","2","184","<neural-network><decision-trees>","1",""
"27277","2018-01-31 07:12:32","8","3626","<convnet><image-classification><computer-vision><object-detection><faster-rcnn>","4","4"
"27278","2018-01-31 07:30:17","1","4692","<machine-learning><python><linear-regression>","1",""
"27285","2018-01-31 10:00:21","3","62","<cnn>","1",""
"27286","2018-01-31 10:26:32","5","1544","<computer-vision>","1",""
"27288","2018-01-31 11:23:54","3","2794","<python><neural-network><tensorflow><convolution>","1","1"
"27293","2018-01-31 13:01:54","-1","717","<python><neural-network><regression><keras><cross-validation>","1",""
"27294","2018-01-31 13:14:08","1","27","<classification><deep-learning><performance>","0",""
"27295","2018-01-31 13:28:51","1","70495","<python><statistics><scipy>","1",""
"27296","2018-01-31 13:36:06","1","88","<machine-learning><research><nvidia>","1",""
"27297","2018-01-31 14:02:52","0","267","<python><pandas>","1",""
"27298","2018-01-31 14:51:31","4","10227","<python><math>","1",""
"27306","2018-01-31 17:15:29","1","1531","<keras><unsupervised-learning><convolution><autoencoder>","0",""
"27307","2018-01-31 17:20:04","2","1000","<machine-learning><logistic-regression><gradient-descent><cost-function>","2",""
"27309","2018-01-31 18:38:34","1","26","<data-mining><predictive-modeling><model-selection><ensemble-modeling>","1",""
"27311","2018-01-31 20:28:47","3","2813","<machine-learning><dataset><algorithms><reinforcement-learning><q-learning>","1",""
"16786","2017-02-06 14:53:02","4","1403","<nlp><text-mining><text-filter>","1","4"
"16789","2017-02-06 20:09:57","3","571","<machine-learning><python>","1",""
"16790","2017-02-06 22:21:10","2","1533","<machine-learning><python><clustering><clusters>","1","1"
"16791","2017-02-06 23:24:56","1","2158","<machine-learning>","1","3"
"16797","2017-02-07 09:09:15","20","24761","<computer-vision>","3","14"
"16800","2017-02-07 10:12:01","9","6646","<python><random-forest><decision-trees>","2",""
"16805","2017-02-07 11:55:53","1","236","<python><algorithms>","3",""
"16807","2017-02-07 12:40:25","56","54098","<machine-learning><deep-learning>","4","46"
"16815","2017-02-07 17:55:26","1","1274","<text-mining><orange>","1",""
"16817","2017-02-07 20:07:00","6","6232","<classification><naive-bayes-classifier><overfitting><variance>","3","5"
"16819","2017-02-07 20:43:14","0","540","<machine-learning><python><neural-network><deep-learning><scikit-learn>","1","1"
"16825","2017-02-08 02:46:51","0","44","<weka>","1",""
"16826","2017-02-08 06:16:55","6","24812","<machine-learning><beginner><c>","2","2"
"16831","2017-02-08 09:27:50","0","56","<machine-learning><dataset><statistics>","2",""
"16835","2017-02-08 10:26:16","27","9337","<python><deep-learning><tensorflow><pytorch>","1","11"
"16839","2017-02-08 18:16:17","2","206","<machine-learning><data-mining><recommender-system>","1","1"
"16840","2017-02-08 19:35:54","3","16885","<python><neural-network><keras><multiclass-classification><multilabel-classification>","3","2"
"16843","2017-02-09 03:41:47","7","8929","<neural-network><perceptron>","5","2"
