Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"60267","2019-09-16 09:38:42","1","142","<machine-learning><python><data><preprocessing><pyspark>","1","1"
"60268","2019-09-16 10:26:18","2","6575","<python><pandas><json>","1","1"
"60272","2019-09-16 11:55:52","0","51","<python><time-series><lstm><forecasting>","0",""
"60273","2019-09-16 12:08:38","1","15","<machine-learning><time-series>","2",""
"60279","2019-09-16 14:16:42","1","358","<neural-network><reinforcement-learning><cost-function><policy-gradients>","1",""
"60281","2019-09-16 14:40:06","1","323","<machine-learning><tfidf><hashingvectorizer><naive-bayes-algorithim>","2",""
"60283","2019-09-16 16:09:32","1","20","<machine-learning>","0",""
"60284","2019-09-16 16:17:24","0","747","<tensorflow>","1",""
"60287","2019-09-16 17:45:47","1","369","<classification><preprocessing><probability><model-selection><feature-scaling>","1","0"
"60290","2019-09-16 19:44:02","2","257","<classification><nlp><word-embeddings><sentiment-analysis>","2",""
"60295","2019-09-17 00:58:43","1","11","<deep-learning><cloud-computing>","0",""
"60296","2019-09-17 01:38:20","0","76","<neural-network>","2",""
"60298","2019-09-17 05:56:47","2","1017","<machine-learning><neural-network><classification><regression><linear-regression>","2","0"
"60302","2019-09-17 07:55:29","0","323","<tensorflow><gan><generative-models>","1",""
"60303","2019-09-17 08:36:45","1","77","<reinforcement-learning><q-learning><dqn><monte-carlo><discounted-reward>","1",""
"48360","2019-04-01 14:56:02","1","41","<association-rules><sequential-pattern-mining>","0",""
"48361","2019-04-01 15:25:12","2","40","<feature-engineering><feature-construction>","2",""
"48362","2019-04-01 16:01:44","1","1758","<dataset>","1",""
"48367","2019-04-01 17:08:25","2","75","<deep-learning><class-imbalance>","0","1"
"48369","2019-04-01 19:00:04","28","14826","<neural-network><pytorch>","1","8"
"48372","2019-04-01 20:06:26","0","53","<machine-learning><data-mining>","1",""
"48378","2019-04-01 21:45:43","1","160","<correlation>","2",""
"48379","2019-04-01 21:48:30","0","303","<python><nltk><tokenization>","2",""
"48385","2019-04-01 23:17:21","-2","783","<python><deep-learning><keras><tensorflow><cnn>","1",""
"48390","2019-04-02 00:18:18","3","7171","<machine-learning><python><neural-network><keras><cnn>","3","3"
"48398","2019-04-02 02:49:09","1","99","<outlier><isolation-forest>","1",""
"48410","2019-04-02 06:51:42","0","188","<deep-learning><time-series><embeddings>","1",""
"48411","2019-04-02 07:13:46","3","152","<recommender-system><math>","1",""
"48412","2019-04-02 07:21:42","2","21","<machine-learning><classification><regression>","1",""
"48420","2019-04-02 08:29:03","1","542","<pandas>","2",""
"48423","2019-04-02 08:54:24","0","1655","<python><pandas><data-analysis>","4",""
"48425","2019-04-02 09:11:58","1","536","<orange><databases><orange3>","1",""
"48426","2019-04-02 09:57:17","1","175","<nlp><text-mining><word2vec><word-embeddings><gensim>","1",""
"48428","2019-04-02 10:47:04","1","121","<machine-learning><python><classification><xgboost>","0",""
"48429","2019-04-02 10:57:50","0","87","<machine-learning><python>","1","1"
"48432","2019-04-02 11:25:42","10","1069","<multiclass-classification><online-learning>","4","2"
"48438","2019-04-02 12:51:08","0","39","<neural-network><deep-learning><nlp><speech-to-text>","1",""
"48439","2019-04-02 13:03:50","1","23","<data-mining><nlp>","0",""
"48442","2019-04-02 13:24:54","1","417","<deep-learning><keras><r><convnet>","1",""
"48443","2019-04-02 13:39:33","1","33","<numerical><monte-carlo>","1",""
"48445","2019-04-02 13:54:17","1","94","<machine-learning><r><dummy-variables>","1",""
"48446","2019-04-02 14:06:00","2","2052","<machine-learning><nlp><gensim>","1","1"
"48447","2019-04-02 14:09:44","1","180","<python><scikit-learn><clustering><k-means>","1",""
"48450","2019-04-02 14:43:21","0","500","<machine-learning><neural-network>","3",""
"48457","2019-04-02 16:25:37","3","303","<nlp><nltk>","1","1"
"48458","2019-04-02 16:29:28","2","82","<neural-network><deep-learning><keras><tensorflow><vgg16>","0","1"
"48459","2019-04-02 16:32:16","1","516","<machine-learning><python>","2",""
"48461","2019-04-02 17:28:50","1","71","<neural-network><regularization><perceptron>","1",""
"48462","2019-04-02 17:40:09","1","121","<machine-learning><time-series><forecasting>","0",""
"48467","2019-04-02 19:38:15","0","427","<machine-learning><xgboost>","2","1"
"48468","2019-04-02 20:00:53","1","23","<machine-learning><recommender-system><apache-spark><embeddings><matrix-factorisation>","0",""
"48473","2019-04-02 21:58:04","2","1020","<python><k-means><unsupervised-learning>","2",""
"48474","2019-04-02 22:07:57","1","356","<neural-network><data-mining><orange><orange3>","0",""
"48475","2019-04-02 23:02:33","3","99","<machine-learning><deep-learning><object-detection>","1",""
"48477","2019-04-03 01:15:38","2","682","<cnn><object-detection><faster-rcnn>","0","1"
"48479","2019-04-03 02:28:31","1","73","<machine-learning><scikit-learn><predictive-modeling><pandas>","2",""
"48481","2019-04-03 03:18:33","1","26","<machine-learning><deep-learning><computer-vision>","1",""
"48482","2019-04-03 04:29:39","1","973","<loss-function>","1",""
"60305","2019-09-17 08:40:44","1","25","<metric><reference-request><books>","1",""
"60306","2019-09-17 09:18:20","2","445","<machine-learning><r><time-series><data-mining><logistic-regression>","3",""
"60309","2019-09-17 09:53:02","1","33","<python><regression><lstm>","1",""
"60313","2019-09-17 10:58:45","0","50","<deep-learning><keras><r><lstm><rstudio>","1",""
"60315","2019-09-17 11:02:26","0","52","<machine-learning>","1",""
"60317","2019-09-17 11:34:19","1","29","<machine-learning><classification><scikit-learn>","1","1"
"60318","2019-09-17 11:42:31","2","107","<classification><random-forest><machine-learning-model><supervised-learning>","2",""
"60323","2019-09-17 13:01:32","0","493","<scikit-learn><multiclass-classification><accuracy>","1",""
"60325","2019-09-17 14:15:54","1","381","<tensorflow><decision-trees><pytorch><numpy><parallel>","0",""
"60326","2019-09-17 14:20:25","0","71","<machine-learning><neural-network>","1",""
"60330","2019-09-17 15:21:09","0","64","<anomaly-detection><dbscan><data-leakage>","2",""
"60336","2019-09-17 16:26:05","0","27","<logistic-regression>","1",""
"60340","2019-09-17 17:18:30","0","29","<visualization>","1","1"
"60342","2019-09-17 17:41:08","3","75","<python><pandas><numpy>","1",""
"60344","2019-09-17 17:53:33","3","827","<classification><multiclass-classification><confusion-matrix>","2",""
"60347","2019-09-17 18:41:01","1","24","<audio-recognition>","1",""
"60350","2019-09-17 21:48:38","0","278","<python><neural-network><deep-learning><gradient-descent><numpy>","2",""
"60351","2019-09-17 22:08:01","0","205","<machine-learning><dataset><feature-extraction><pca><dimensionality-reduction>","1",""
"60352","2019-09-17 22:17:09","1","2928","<machine-learning><dataset><linear-regression><gradient-descent><normal-equation>","2",""
"60353","2019-09-17 22:17:20","1","99","<machine-learning><classification>","1",""
"60355","2019-09-17 22:55:11","2","125","<python><r><data-cleaning><excel><data-wrangling>","0","1"
"60358","2019-09-18 01:07:25","1","55","<pytorch>","0",""
"60359","2019-09-18 01:32:26","0","55","<machine-learning><classification><dataset>","3",""
"60360","2019-09-18 01:44:15","1","21","<r>","0",""
"60363","2019-09-18 05:09:46","0","142","<python><time-series>","2",""
"60366","2019-09-18 06:43:33","2","345","<python><scikit-learn><nlp><tfidf>","1",""
"60368","2019-09-18 06:51:02","0","236","<machine-learning><predictive-modeling><named-entity-recognition><spacy>","1",""
"60369","2019-09-18 07:09:36","0","46","<nlp><natural-language-process><information-retrieval><question-answering>","1",""
"60370","2019-09-18 08:34:54","1","589","<neural-network><deep-learning><nlp>","2",""
"60376","2019-09-18 09:59:40","2","127","<machine-learning><python><linear-regression><gradient-descent><implementation>","1","1"
"60378","2019-09-18 10:44:11","2","152","<data><labels>","1","1"
"60379","2019-09-18 10:47:25","2","412","<machine-learning><deep-learning><keras><tensorflow><ai>","0","1"
"60380","2019-09-18 10:51:31","0","464","<natural-language-process>","0","1"
"60383","2019-09-18 11:40:19","2","150","<clustering><preprocessing><categorical-data><feature-scaling><feature-construction>","2","1"
"60384","2019-09-18 12:04:41","1","68","<machine-learning><neural-network><nlp><sentiment-analysis>","0",""
"48486","2019-04-03 05:19:26","2","315","<machine-learning><regression><supervised-learning><model-selection>","0",""
"48488","2019-04-03 05:56:12","2","117","<time-series><training><machine-learning-model><forecasting>","1",""
"48489","2019-04-03 06:01:23","1","49","<machine-learning><classification><numpy><gpu>","1",""
"48501","2019-04-03 09:11:20","1","109","<keras><tensorflow><gpu>","0",""
"48512","2019-04-03 11:12:46","0","27","<machine-learning><r><cloud-computing>","1",""
"48514","2019-04-03 12:08:47","2","300","<machine-learning><python><statistics><distribution>","0","1"
"48515","2019-04-03 12:27:58","2","4680","<machine-learning><neural-network><keras>","1",""
"48525","2019-04-03 13:36:49","4","189","<cross-validation><multiclass-classification><prediction>","1","1"
"48526","2019-04-03 13:41:05","0","84","<r><csv>","1",""
"48529","2019-04-03 14:42:28","2","338","<machine-learning><neural-network><deep-learning><data-augmentation><image-preprocessing>","1",""
"48531","2019-04-03 15:16:24","45","7717","<data-wrangling>","9","17"
"48533","2019-04-03 15:39:26","1","3156","<machine-learning><neural-network><anomaly-detection><autoencoder>","1",""
"48534","2019-04-03 15:41:55","0","1109","<machine-learning><python><scikit-learn><decision-trees>","1",""
"48535","2019-04-03 15:47:41","3","491","<machine-learning><classification><class-imbalance>","2",""
"48537","2019-04-03 15:56:12","4","388","<deep-learning><tensorflow><jupyter>","1",""
"48543","2019-04-03 17:06:38","1","40","<machine-learning>","0",""
"48548","2019-04-03 18:56:42","5","1756","<machine-learning><self-study><books><ai>","3","2"
"48551","2019-04-03 19:53:49","2","1577","<python><neural-network><deep-learning><keras><tensorflow>","1",""
"48553","2019-04-03 20:46:30","2","234","<machine-learning><python><pandas><statistics><visualization>","1","1"
"48560","2019-04-04 01:40:04","1","1327","<decision-trees>","1","1"
"48562","2019-04-04 02:38:45","0","2027","<machine-learning><feature-engineering>","2",""
"48565","2019-04-04 03:11:03","2","17","<machine-learning><keras>","1",""
"48566","2019-04-04 04:10:28","0","418","<machine-learning><neural-network><deep-learning><cnn>","2",""
"48569","2019-04-04 05:16:54","2","680","<lstm><pytorch><convergence>","0","0"
"48571","2019-04-04 05:31:23","4","951","<cnn><opencv><image-preprocessing>","2",""
"48575","2019-04-04 06:27:53","1","360","<nlp><preprocessing>","1",""
"48584","2019-04-04 08:37:09","3","1757","<neural-network><deep-learning><transfer-learning><vgg16>","3",""
"48585","2019-04-04 08:42:17","1","1948","<time-series><similarity><distance>","1",""
"48589","2019-04-04 09:25:50","0","148","<neural-network><nlp><speech-to-text>","2",""
"48592","2019-04-04 09:37:38","6","358","<machine-learning><python><classification>","1","1"
"48602","2019-04-04 10:28:04","1","132","<machine-learning><statistics><self-study><mathematics>","1","3"
"48606","2019-04-04 12:22:01","1","168","<r><scraping>","1",""
"60394","2019-09-18 14:13:58","4","97","<feature-selection><feature-engineering><feature-extraction>","2","2"
"60396","2019-09-18 14:38:14","6","430","<machine-learning><neural-network><keras><recommender-system>","1","3"
"60399","2019-09-18 16:03:51","0","812","<deep-learning><keras><tensorflow>","1",""
"60401","2019-09-18 16:28:11","0","23","<keras><convolution><autoencoder>","1",""
"60402","2019-09-18 16:32:43","0","66","<bigdata><visualization>","2",""
"60404","2019-09-18 17:19:01","0","287","<scikit-learn><regression><loss-function>","1",""
"60412","2019-09-18 20:35:22","1","222","<scikit-learn><svm>","1","0"
"60413","2019-09-18 21:22:13","1","74","<python>","3",""
"60414","2019-09-17 09:15:31","3","43","<machine-learning><weka>","2",""
"60418","2019-09-18 21:52:06","2","191","<feature-selection>","2",""
"60419","2019-09-18 21:53:03","1","25","<correlation><classifier><estimators>","2",""
"60423","2019-09-18 22:50:52","4","871","<scikit-learn><decision-trees>","1",""
"60429","2019-09-19 01:08:39","2","250","<statistics><distribution>","0",""
"60432","2019-09-19 03:25:26","0","26","<machine-learning><linear-regression><matrix>","0",""
"60433","2019-09-19 05:38:13","2","154","<machine-learning><predictive-modeling><feature-engineering>","2","0"
"60434","2019-09-19 06:38:00","0","2199","<tensorflow>","0",""
"60437","2019-09-19 08:04:11","0","117","<scikit-learn><preprocessing><pickle>","1",""
"60439","2019-09-19 08:34:33","1","136","<reinforcement-learning><q-learning><dqn><policy-gradients><dynamic-programming>","0",""
"60442","2019-09-19 09:29:48","1","174","<neural-network><deep-learning><keras><tensorflow>","1",""
"60448","2019-09-19 11:29:09","0","43","<python><class-imbalance>","1",""
"60450","2019-09-19 12:33:50","1","47","<scikit-learn><feature-selection>","1",""
"60454","2019-09-19 14:32:43","1","23","<rstudio>","0",""
"60456","2019-09-19 15:12:05","1","56","<classification><regression><data-science-model><correlation><experiments>","1","1"
"60461","2019-09-19 16:15:33","1","87","<reinforcement-learning><cost-function><policy-gradients>","1",""
"60466","2019-09-19 18:11:57","1","59","<machine-learning><predictive-modeling><xgboost><explainable-ai>","1",""
"60468","2019-09-19 20:04:05","5","2558","<word-embeddings><similarity><similar-documents>","2","1"
"60470","2019-09-19 22:26:29","0","26","<machine-learning><supervised-learning>","1",""
"60472","2019-09-20 00:49:40","2","21","<scikit-learn><feature-selection>","1",""
"60475","2019-09-20 06:13:46","0","68","<machine-learning><neural-network><deep-learning><cnn>","2",""
"60477","2019-09-20 07:08:14","0","52","<machine-learning><linear-regression><pickle>","1",""
"60481","2019-09-20 07:48:39","0","4769","<machine-learning><pickle>","1",""
"60483","2019-09-20 08:44:20","1","330","<machine-learning><feature-selection><training><pca>","3",""
"60484","2019-09-20 08:46:48","0","809","<machine-learning><linear-regression><score>","1",""
"60487","2019-09-20 09:35:15","1","89","<python><keras><tensorflow>","3",""
"60488","2019-09-20 09:42:37","2","84","<image-classification><machine-learning-model><loss-function><metric>","1",""
"60489","2019-09-20 09:45:43","0","196","<classification><keras><nlp><lstm><sentiment-analysis>","2",""
"60498","2019-09-20 13:08:43","1","55","<time-series><prediction><forecasting><forecast><arima>","1",""
"60500","2019-09-20 14:09:35","3","42","<class-imbalance>","2",""
"60506","2019-09-20 16:14:32","1","153","<machine-learning><nlp><clustering>","1","2"
"60513","2019-09-20 17:35:23","1","24","<orange><orange3>","0",""
"48609","2019-04-04 13:14:27","3","262","<r><data>","2",""
"48615","2019-04-04 15:32:30","0","40","<python><classifier>","2",""
"48621","2019-04-04 15:47:22","1","219","<machine-learning><dataset><missing-data>","2",""
"48624","2019-04-04 16:39:48","1","3133","<classification><tensorflow><svm>","1","1"
"48629","2019-04-04 19:17:30","1","85","<r><time-series><forecasting>","2","1"
"48633","2019-04-04 20:09:55","3","49","<neural-network><classification><keras><image-classification><preprocessing>","1",""
"48640","2019-04-04 23:47:22","2","82","<deep-learning><lstm><recurrent-neural-net><named-entity-recognition><sequence-to-sequence>","1","1"
"48642","2019-04-05 00:36:49","6","12766","<machine-learning><k-means><similarity><image>","1","3"
"48643","2019-04-05 01:10:33","0","22","<machine-learning><k-means>","1",""
"48645","2019-04-05 03:24:06","3","106","<machine-learning><computer-vision>","3",""
"48653","2019-04-05 05:44:50","3","94","<machine-learning><time-series>","2","2"
"48670","2019-04-05 07:48:19","3","272","<keras><optimization><overfitting><gan>","0",""
"48671","2019-04-05 07:49:22","0","3322","<python><word2vec><data-analysis><cosine-distance>","2","2"
"48672","2019-04-05 08:03:22","3","1333","<machine-learning><neural-network><classification><cost-function>","1",""
"48688","2019-04-05 10:38:27","0","216","<python><tensorflow><rnn>","0",""
"48693","2019-04-05 13:20:06","7","26073","<python><clustering><pandas>","2","1"
"60520","2019-09-20 19:20:41","2","190","<machine-learning><scikit-learn><multiclass-classification>","2","1"
"60522","2019-09-20 21:05:01","0","30","<machine-learning><image-recognition><image-preprocessing>","1",""
"60527","2019-09-20 22:45:12","0","122","<machine-learning><feature-selection><random-forest><svm>","2",""
"60528","2019-09-20 23:13:52","2","19","<numpy><matplotlib>","0",""
"60531","2019-09-21 00:03:13","2","35","<classification><theory><methodology>","1",""
"60533","2019-09-21 00:13:36","1","60","<data>","1",""
"60538","2019-09-21 04:28:36","0","57","<classification><regression>","3",""
"60546","2019-09-21 11:42:38","2","376","<deep-learning>","0","1"
"60547","2019-09-21 12:30:46","0","1400","<python><neural-network><scikit-learn><hyperparameter-tuning>","1",""
"60549","2019-09-21 13:57:54","2","64","<python><classification><scikit-learn><grid-search>","1",""
"60555","2019-09-21 17:34:30","3","292","<pandas><matplotlib><seaborn>","2","2"
"60567","2019-09-22 00:37:54","2","26","<natural-language-process>","1",""
"60569","2019-09-22 00:49:19","3","192","<tensorflow><lstm><training>","2",""
"60571","2019-09-22 02:33:04","1","78","<random-forest><xgboost>","0",""
"60572","2019-09-22 03:29:31","0","47","<machine-learning><keras><perceptron>","0",""
"60574","2019-09-22 07:59:19","0","47","<machine-learning><kernel><mathematics>","1",""
"60576","2019-09-22 08:25:00","1","28","<machine-learning><algorithms><unsupervised-learning><data-science-model>","1",""
"60577","2019-09-22 08:43:59","0","25","<classification><statistics><bayesian>","0",""
"60583","2019-09-22 12:25:15","2","50","<linear-regression><logistic-regression>","1",""
"60588","2019-09-22 14:07:53","0","1568","<python><pandas><dataframe>","1",""
"60589","2019-09-22 14:16:41","1","251","<feature-engineering><data-science-model>","2",""
"60590","2019-09-22 14:34:00","-1","93","<neural-network><keras><tensorflow>","2",""
"60592","2019-09-22 16:49:33","0","22","<deep-learning><convnet><convolution><inceptionresnetv2>","2",""
"60593","2019-09-22 16:54:28","0","80","<machine-learning><dataset><feature-engineering>","1","3"
"60595","2019-09-22 17:58:15","1","943","<neural-network><deep-learning><keras><autoencoder><dimensionality-reduction>","1",""
"60597","2019-09-22 18:44:04","0","60","<python><classification><dataset><machine-learning-model>","1",""
"60598","2019-09-22 18:46:34","2","76","<clustering><unsupervised-learning><supervised-learning><semi-supervised-learning>","4",""
"60603","2019-09-22 20:03:14","2","50","<word-embeddings>","1","2"
"60606","2019-09-22 21:26:56","2","248","<machine-learning><reinforcement-learning>","1",""
"60608","2019-09-22 22:43:10","1","30","<unsupervised-learning>","2",""
"60610","2019-09-23 01:29:44","2","39","<algorithms><optimization><performance><convergence>","1",""
"60611","2019-09-23 01:30:48","1","397","<python><neural-network><scikit-learn>","2","1"
"60613","2019-09-23 01:43:51","0","419","<python><deep-learning><classification><loss-function>","1","1"
"60617","2019-09-23 03:31:32","3","1107","<machine-learning><terminology>","1","2"
"60620","2019-09-23 07:07:05","1","232","<loss-function>","1",""
"60624","2019-09-23 08:37:32","1","104","<keras>","2",""
"60629","2019-09-23 08:58:16","1","83","<machine-learning><python><predictive-modeling><churn><data-leakage>","1","1"
"48697","2019-04-05 14:25:07","3","1244","<python><keras><tensorflow><loss-function><autoencoder>","1",""
"48699","2019-04-05 15:50:56","0","53","<neural-network><deep-learning><gan>","1",""
"48701","2019-04-05 16:21:59","0","102","<machine-learning><prediction><probability><naive-bayes-classifier>","1",""
"48702","2019-04-05 16:30:12","1","42","<classification><predictive-modeling><multilabel-classification>","2",""
"48706","2019-04-05 19:12:41","0","31","<python><sql><excel>","1",""
"48707","2019-04-05 19:17:01","0","176","<keras><lstm><loss-function>","1",""
"48709","2019-04-05 19:20:49","3","1613","<python><preprocessing><numpy><sampling><smote>","1",""
"48711","2019-04-05 19:36:51","8","1150","<machine-learning><python>","2","6"
"48717","2019-04-05 21:29:58","4","577","<neural-network><time-series><lstm><rnn><feature-engineering>","1",""
"48718","2019-04-05 21:30:26","2","5082","<gpu><linux>","1","1"
"48722","2019-04-05 23:41:28","0","508","<word2vec><word-embeddings>","1",""
"48723","2019-04-06 00:03:23","3","115","<neural-network><deep-learning><gan>","0",""
"48724","2019-04-06 03:19:02","0","108","<dataset>","2",""
"48726","2019-04-06 05:32:40","1","103","<deep-learning><xgboost>","0",""
"48727","2019-04-06 06:55:14","0","110","<machine-learning><deep-learning><ai>","1","1"
"48731","2019-04-06 10:24:19","0","647","<neural-network><keras><dataset><neural>","1",""
"48736","2019-04-06 10:58:10","1","6747","<keras><lstm><learning-rate>","1","1"
"48740","2019-04-06 11:54:29","4","64","<r>","1",""
"48751","2019-04-06 12:47:10","1","39","<python><deep-learning><keras><cnn>","0",""
"48753","2019-04-06 13:15:41","1","68","<machine-learning><python><deep-learning><pandas><data-cleaning>","0",""
"48755","2019-04-06 13:32:54","1","210","<neural-network><keras><dataset>","3",""
"48761","2019-04-06 16:21:18","2","145","<machine-learning><logistic-regression>","2",""
"48764","2019-04-06 17:15:13","1","2267","<classification><keras><lstm><binary><neural>","0","1"
"48767","2019-04-06 17:42:12","1","337","<classification><svm><matlab><hyperparameter>","0",""
"48775","2019-04-06 20:20:01","2","758","<time-series><lstm><preprocessing><forecasting>","1","1"
"48776","2019-04-06 22:39:19","0","63","<python><deep-learning><convolution><numpy>","1",""
"48784","2019-04-07 05:50:02","0","315","<machine-learning><neural-network><prediction><machine-learning-model>","1",""
"48788","2019-04-07 06:56:55","5","272","<machine-learning><supervised-learning><prediction>","3",""
"48789","2019-04-07 07:37:38","1","25","<decision-trees>","0",""
"48796","2019-04-07 08:04:54","24","12794","<keras><lstm>","2","13"
"48797","2019-04-07 09:03:07","0","89","<python><neural-network><keras>","0",""
"48798","2019-04-07 09:12:08","0","44","<python>","1",""
"60631","2019-09-23 09:17:26","1","31","<predictive-modeling><decision-trees>","2","0"
"60637","2019-09-23 11:16:48","0","103","<deep-learning><time-series><lstm><normalization><forecasting>","2",""
"60638","2019-09-23 11:28:18","1","15","<random-forest><feature-engineering><machine-learning-model><feature-scaling>","0",""
"60640","2019-09-23 11:45:52","1","236","<machine-learning><neural-network><cnn><pytorch><accuracy>","0",""
"60642","2019-09-23 13:17:33","1","77","<machine-learning><classification><tensorflow><linear-regression><logistic-regression>","1",""
"60647","2019-09-23 14:19:19","1","3490","<machine-learning><keras><colab>","1",""
"60657","2019-09-23 17:57:07","2","206","<python><neural-network><keras>","5",""
"60658","2019-09-23 18:20:14","0","27","<machine-learning><deep-learning><image-classification><computer-vision><image-recognition>","1",""
